1,1
0,2
2,2
1,3

10,10
10,12
12,12
11,13

20,20
20,22
22,22
21,23

30,30
30,32
32,32
31,33

40,40
40,42
42,42
41,43

50,50
50,52
52,52
51,53

60,60
60,62
62,62
61,63

70,70
70,72
72,72
71,73

80,80
80,82
82,82
81,83
